id,titulo,preco,marca,modelo,km,ano,tipo,pot_motor,kit_gnv,cor,combustivel,portas,cambio,direcao,municipio,url,features
483,chevroletpluslt1.012vtbflexmec.4p2024-1356509924|olx,74790.0,chevrolet,chevroletpluslt1.012vtbflexmec.4p,45344,2024,hatch,1.0,0,branco,flex,4.0,manual,elétrica,sãopaulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-2024-1-0-flex-plus-lt-manual-1356509924,chevroletpluslt1.012vtbflexmec.4p 74790.0 chevrolet 45344 2024 hatch 1.0 0 branco flex 4.0 manual elétrica sãopaulo
484,chevroletplusltz1.012vtbflexmec.4p2023-1360034857|olx,83290.0,chevrolet,chevroletplusltz1.012vtbflexmec.4p,34726,2023,hatch,1.0,0,branco,flex,4.0,manual,elétrica,sãopaulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-2023-1-0-turbo-flex-plus-ltz-manual-1360034857,chevroletplusltz1.012vtbflexmec.4p 83290.0 chevrolet 34726 2023 hatch 1.0 0 branco flex 4.0 manual elétrica sãopaulo
485,chevrolethatchltz1.012vtbflexaut.4p2023-1360568561|olx,89090.0,chevrolet,chevrolethatchltz1.012vtbflexaut.4p,29963,2023,hatch,1.0,0,prata,flex,4.0,automático,elétrica,sãopaulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-2023-1-0-turbo-flex-ltz-automatico-1360568561,chevrolethatchltz1.012vtbflexaut.4p 89090.0 chevrolet 29963 2023 hatch 1.0 0 prata flex 4.0 automático elétrica sãopaulo
486,fiatmobilike1.0fireflex5p.2024-1343841403|olx,56790.0,fiat,fiatmobilike1.0fireflex5p.,61342,2024,hatch,1.0,0,prata,flex,4.0,manual,hidráulica,sãopaulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-mobi-2024-1-0-evo-flex-like-manual-1343841403,fiatmobilike1.0fireflex5p. 56790.0 fiat 61342 2024 hatch 1.0 0 prata flex 4.0 manual hidráulica sãopaulo
487,fiatargodrive1.0firefly2024-1355617594|olx,71490.0,fiat,fiatargodrive1.0firefly,47782,2024,hatch,1.0,0,branco,flex,4.0,manual,elétrica,sãopaulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-argo-2024-1-0-firefly-flex-drive-manual-1355617594,fiatargodrive1.0firefly 71490.0 fiat 47782 2024 hatch 1.0 0 branco flex 4.0 manual elétrica sãopaulo
488,chevrolettrackerpremier1.2turbo12vflexaut2024-1356418893|olx,128890.0,chevrolet,chevrolettrackerpremier1.2turbo12vflexaut,45198,2024,suv,1.2,0,preto,flex,4.0,automático,elétrica,sãopaulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-tracker-2024-1-2-turbo-flex-premier-automatico-1356418893,chevrolettrackerpremier1.2turbo12vflexaut 128890.0 chevrolet 45198 2024 suv 1.2 0 preto flex 4.0 automático elétrica sãopaulo
489,chevrolethatchlt1.012vtbflexmec.4p2022-1359602250|olx,70090.0,chevrolet,chevrolethatchlt1.012vtbflexmec.4p,43235,2022,hatch,1.0,0,prata,diesel,4.0,manual,elétrica,sãopaulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-2022-1-0-turbo-flex-lt-manual-1359602250,chevrolethatchlt1.012vtbflexmec.4p 70090.0 chevrolet 43235 2022 hatch 1.0 0 prata diesel 4.0 manual elétrica sãopaulo
490,fiatpalioex1.0mpifire/fireflex8v2p2006-1362197673|olx,11500.0,fiat,fiatpalioex1.0mpifire/fireflex8v2p,157000,2006,hatch,1.0,0,vermelho,flex,2.0,manual,mecânica,uberlândia,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/palio-2006-2007-fire-flex-1-0-8v-r-11-500-00-1362197673,fiatpalioex1.0mpifire/fireflex8v2p 11500.0 fiat 157000 2006 hatch 1.0 0 vermelho flex 2.0 manual mecânica uberlândia
491,peugeot2008crossway1.6flex16v5paut.2019-1362197668|olx,69500.0,peugeot,peugeot2008crossway1.6flex16v5paut.,70000,2019,suv,1.6,0,prata,flex,4.0,automático,elétrica,serra,https://es.olx.com.br/norte-do-espirito-santo/autos-e-pecas/carros-vans-e-utilitarios/peugeot-2008-griffe-1-6-aut-ano-2018-2019-1362197668,peugeot2008crossway1.6flex16v5paut. 69500.0 peugeot 70000 2019 suv 1.6 0 prata flex 4.0 automático elétrica serra
492,fiatstradaworkinghard1.4fireflex8vcs2018-1362197666|olx,58900.0,fiat,fiatstradaworkinghard1.4fireflex8vcs,65000,2018,pick-up,1.4,0,branco,flex,,manual,hidráulica,aquiraz,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/strada-cs-hard-working-1-4-2018-1362197666,fiatstradaworkinghard1.4fireflex8vcs 58900.0 fiat 65000 2018 pick-up 1.4 0 branco flex nan manual hidráulica aquiraz
